CENSUS YEAR|TRACT|BLOCK GROUP|FIPS ID|TOTAL POPULATION|POPULATION WHITE|POPULATION BLACK|POPULATION ASIAN|POPULATION OTHER|POPULATION AMERICAN INDIAN|POPULATION PACIFIC ISLANDER|POPULATION ONE RACE|POPULATION MULTI RACE|POPULATION 25 OLDER|MEDIAN AGE|MEDIAN HOUSEHOLD INCOME|HIGH SCHOOL MALE|HIGH SCHOOL MORE MALE|COLLEGE 1 YR LESS MALE|COLLEGE 1 YR MORE MALE|ASSOCIATES DEGREE MALE|BACHELORS DEGREE MALE|MASTERS DEGREE MALE|PROFESSIONAL DEGREE MALE|DOCTORAL DEGREE MALE|HIGH SCHOOL FEMALE|HIGH SCHOOL MORE FEMALE|COLLEGE 1 YR LESS FEMALE|COLLEGE 1 YR MORE FEMALE|ASSOCIATES DEGREE FEMALE|BACHELORS DEGREE FEMALE|MASTERS DEGREE FEMALE|PROFESSIONAL DEGREE FEMALE|DOCTORAL DEGREE FEMALE|PERCENT 25 YR OVER HIGH SCHOOL MORE|HOUSING UNITS|OCCUPIED HOUSING UNITS|OWNER OCCUPIED HOUSING|RENTER OCCUPIED HOUSING|PERCENT OWNER OCCUPIED|PERCENT RENTER OCCUPIED|MEDIAN HOUSE VALUE OWNER OCCUPIED|MEDIAN YEAR BUILT|VACANCY RATES
2010|1|1|220330001001|1624|73|1529|3|3|0|0|1608|16|893|28.4|28300|170|101|10|44|7|40|0|0|0|107|324|22|171|78|37|16|0|0|43.38%|585|498|669|1111|37.58%|62.42%|$67800.00|1969|14.87%
2010|2|1|220330002001|1171|112|1039|0|11|0|0|1162|9|683|31.7|32810|118|31|0|18|0|0|13|0|0|42|112|0|0|0|99|13|0|0|28.35%|550|439|518|701|42.49%|57.51%|$58300.00|1966|20.18%
2010|2|2|220330002002|1284|63|1209|5|0|1|0|1278|6|632|24.4|30641|128|26|0|26|0|0|0|0|0|343|143|50|75|0|18|0|0|0|16.29%|534|511|841|742|53.13%|46.87%|$103300.00|1960|4.31%
2010|2|3|220330002003|906|37|854|0|4|1|0|896|10|578|39.700000000000003|30875|83|66|0|0|0|33|0|0|33|144|184|10|117|0|57|0|0|0|35.54%|433|381|485|472|50.68%|49.32%|$104700.00|1970|12.01%
2010|2|4|220330002004|1078|50|1009|0|1|2|0|1062|16|521|23.8|21392|62|45|12|33|0|0|0|0|0|21|116|50|34|18|0|14|0|0|33.659999999999997%|289|289|165|720|18.64%|81.36%|$59300.00|1972|0%
2010|2|5|220330002005|1078|61|996|2|7|3|0|1069|9|590|28.3|36833|48|158|65|0|34|59|0|0|0|113|114|0|35|0|79|0|0|0|49.74%|392|372|771|496|60.85%|39.15%|$79800.00|1959|5.1%
2010|2|6|220330002006|1233|96|1101|1|2|4|4|1208|25|744|32.299999999999997|36994|106|172|0|114|26|32|0|0|0|114|169|15|58|83|0|13|0|0|50.13%|527|505|675|482|58.34%|41.66%|$76100.00|1967|4.17%
2010|3|1|220330003001|1795|94|1677|1|5|6|0|1783|12|1050|30.8|32500|249|123|52|53|0|18|0|0|0|254|119|33|58|0|12|16|0|0|25.86%|685|590|1087|448|70.81%|29.19%|$73800.00|1955|13.87%
2010|4|1|220330004001|1300|111|1168|4|1|3|0|1287|13|751|30.4|27903|72|91|0|52|17|22|0|0|0|264|162|0|58|54|39|11|0|0|31.39%|429|412|780|597|56.64%|43.36%|$68800.00|1964|3.96%
2010|4|2|220330004002|979|44|929|0|0|1|0|974|5|549|30|42909|181|74|23|32|11|8|0|0|0|160|134|46|53|29|6|0|0|0|31.18%|455|405|765|469|61.99%|38.01%|$82900.00|1964|10.99%
2010|4|3|220330004003|803|48|740|2|6|2|0|798|5|471|30.7|20508|39|12|12|0|0|0|0|0|0|77|83|11|62|10|0|0|0|0|33.450000000000003%|211|181|173|373|31.68%|68.319999999999993%|$64000.00|1968|14.22%
2010|5|1|220330005001|1610|42|1560|0|1|0|0|1603|7|977|32.5|22241|128|74|0|69|0|5|0|0|0|105|215|19|148|13|35|0|0|0|32.520000000000003%|559|452|530|709|42.78%|57.22%|$75100.00|1954|19.14%
2010|5|2|220330005002|983|25|933|7|0|1|0|966|17|540|28.6|20398|78|59|7|32|19|0|1|0|0|118|118|13|75|0|30|0|0|0|31.96%|423|401|282|1264|18.239999999999998%|81.760000000000005%|$53000.00|1953|5.2%
2010|5|3|220330005003|1559|46|1499|2|3|3|0|1553|6|911|30.8|16250|158|63|23|27|13|0|0|0|0|140|211|18|144|32|17|0|0|0|27.93%|724|624|377|1524|19.829999999999998%|80.17%|$69800.00|1955|13.81%
2010|6.01|1|220330006011|1238|25|1194|4|5|1|0|1229|9|685|28.7|20769|64|12|12|0|0|0|0|0|0|105|243|75|117|9|18|24|0|0|28.82%|424|402|446|966|31.59%|68.41%|$68300.00|1969|5.19%
2010|6.01|2|220330006012|1340|59|1264|0|0|2|0|1325|15|821|34.200000000000003|32121|208|39|0|0|9|30|0|0|0|182|223|8|105|65|18|27|0|0|31.05%|589|491|694|565|55.12%|44.88%|$74700.00|1959|16.64%
2010|6.01|3|220330006013|1067|36|1021|0|1|3|0|1061|6|573|27.2|29271|43|33|0|25|0|0|8|0|0|128|45|24|0|10|0|11|0|0|24.12%|394|299|376|552|40.520000000000003%|59.48%|$79900.00|1958|24.11%
2010|6.02|1|220330006021|853|26|813|0|7|0|0|846|7|487|29.3|20188|9|21|10|11|0|0|0|0|0|54|148|27|84|7|22|8|0|0|41.55%|277|254|226|593|27.59%|72.41%|$63700.00|1950|8.300000000000001%
2010|6.02|2|220330006022|855|16|823|0|2|3|0|844|11|497|31.3|29073|165|37|0|27|0|10|0|0|0|56|156|47|95|14|0|0|0|0|28.9%|355|355|249|689|26.55%|73.45%|$69500.00|1963|0%
2010|6.02|3|220330006023|628|10|612|0|0|2|0|624|4|425|42.8|16611|89|20|0|12|8|0|0|0|0|81|90|30|60|0|0|0|0|0|24.4%|318|284|202|260|43.72%|56.28%|$62800.00|1967|10.69%
2010|6.02|4|220330006024|1045|10|1027|0|4|0|0|1041|4|680|37.200000000000003|33958|143|39|0|39|0|0|0|0|0|219|84|22|8|0|11|29|14|0|16.18%|305|305|719|241|74.900000000000006%|25.1%|$78200.00|1957|0%
2010|6.02|5|220330006025|894|2|870|1|1|3|0|877|17|619|43.3|40324|179|91|9|38|0|44|0|0|0|138|171|26|91|29|8|17|0|0|39.25%|474|393|918|271|77.209999999999994%|22.79%|$82300.00|1958|17.09%
2010|7.01|1|220330007011|1517|141|1262|28|61|1|4|1497|20|874|28.7|23984|241|139|30|36|34|27|0|6|6|181|134|29|79|19|0|7|0|0|30.99%|612|539|523|1014|34.03%|65.97%|$97900.00|1970|11.93%
2010|7.01|2|220330007012|916|47|860|6|1|2|0|916|0|529|32.1|47750|113|98|11|46|0|34|0|0|7|120|207|17|47|72|64|7|0|0|46.27%|345|317|683|251|73.13%|26.87%|$87000.00|1961|8.119999999999999%
2010|7.02|1|220330007021|1452|79|1289|50|6|1|0|1425|27|884|30.9|27500|111|207|34|140|15|18|0|0|0|126|196|0|115|5|71|5|0|0|58.91%|492|472|564|511|52.47%|47.53%|$83200.00|1966|4.07%
2010|7.02|2|220330007022|1336|27|1301|0|0|0|0|1328|8|791|30.4|28200|82|215|0|125|19|34|37|0|0|155|310|9|191|0|47|63|0|0|64.569999999999993%|732|650|559|756|42.51%|57.49%|$98600.00|1967|11.2%
2010|7.02|3|220330007023|806|37|762|1|2|1|0|803|3|456|31.1|26172|126|23|0|18|0|5|0|0|0|52|156|0|54|36|59|7|0|0|28.91%|309|270|326|570|36.380000000000003%|63.62%|$47100.00|1959|12.62%
2010|9|1|220330009001|791|3|781|1|3|0|0|788|3|525|41.2|33269|42|43|0|29|0|14|0|0|0|85|137|19|16|51|46|5|0|0|40.11%|303|246|328|285|53.51%|46.49%|$85700.00|1959|18.809999999999999%
2010|9|2|220330009002|656|1|647|0|2|0|0|650|6|370|30.1|31250|188|72|0|33|0|24|15|0|0|90|93|0|60|0|0|21|12|0|29.53%|260|226|568|138|80.45%|19.55%|$86000.00|1948|13.08%
2010|9|3|220330009003|1177|26|1140|0|0|6|0|1172|5|726|36|26774|79|188|30|57|72|29|0|0|0|124|295|51|118|0|89|37|0|0|50.99%|566|450|532|1292|29.17%|70.83%|$77400.00|1963|20.49%
2010|9|4|220330009004|568|1|558|0|3|1|0|563|5|398|42.4|45000|77|88|29|0|32|15|0|12|0|26|91|0|22|0|9|60|0|0|49.61%|172|172|389|13|96.77%|3.23%|$84500.00|1961|0%
2010|9|5|220330009005|1047|12|1017|0|0|10|0|1039|8|691|38.799999999999997|20362|200|112|33|62|17|0|0|0|0|83|101|9|65|27|0|0|0|0|27.92%|496|401|450|562|44.47%|55.53%|$56800.00|1951|19.149999999999999%
2010|10|1|220330010001|810|1|799|0|3|1|0|804|6|506|36.1|31806|32|55|24|0|0|8|23|0|0|69|89|0|66|0|11|8|4|0|32.36%|277|255|300|481|38.409999999999997%|61.59%|$45300.00|1968|7.94%
2010|10|2|220330010002|669|2|659|0|2|0|0|663|6|441|36.799999999999997|25521|115|23|0|0|0|15|8|0|0|92|48|0|17|0|22|9|0|0|16.21%|242|242|406|283|58.93%|41.07%|$49700.00|1952|0%
2010|10|3|220330010003|479|2|473|0|0|1|0|476|3|340|38.9|14953|103|42|20|22|0|0|0|0|0|81|69|0|37|12|20|0|0|0|25.86%|281|234|266|369|41.89%|58.11%|$31900.00|1953|16.73%
2010|10|4|220330010004|496|2|485|2|0|0|0|489|7|310|34.200000000000003|21813|57|67|0|67|0|0|0|0|0|67|45|5|34|0|6|0|0|0|32.19%|242|199|307|132|69.930000000000007%|30.07%|$60600.00|1962|17.77%
2010|10|5|220330010005|1073|8|1049|1|0|2|1|1061|12|694|34|24609|162|119|24|47|0|18|30|0|0|179|104|41|8|0|55|0|0|0|29.75%|563|501|448|740|37.71%|62.29%|$34800.00|1961|11.01%
2010|11.02|1|220330011021|1404|12|1378|2|1|0|0|1393|11|641|23.7|17982|93|68|0|42|26|0|0|0|0|139|158|34|65|19|30|10|0|0|35.03%|714|622|19|1177|1.59%|98.41%||1975|12.89%
2010|11.02|2|220330011022|1984|717|1113|108|16|4|0|1958|26|1530|49.6|32888|205|281|18|116|22|73|28|0|24|179|569|36|191|30|168|123|21|0|53.36%|1061|929|688|1191|36.619999999999997%|63.38%|$154400.00|1972|12.44%
2010|11.03|1|220330011031|1036|23|1010|0|1|0|0|1034|2|616|32.5|21757|151|73|7|66|0|0|0|0|0|99|169|39|83|22|25|0|0|0|36.17%|412|390|614|406|60.2%|39.799999999999997%|$79300.00|1955|5.34%
2010|11.03|2|220330011032|2245|257|1945|11|8|4|0|2225|20|1149|25.6|28345|77|164|11|52|55|37|9|0|0|259|315|37|152|39|27|30|0|30|43.11%|924|780|855|1136|42.94%|57.06%|$128700.00|1975|15.58%
2010|11.04|1|220330011041|1853|35|1794|1|13|2|0|1845|8|969|26|25313|179|159|48|91|0|10|10|0|0|173|249|83|93|27|26|20|0|0|37.880000000000003%|843|661|136|1558|8.029999999999999%|91.97%|$59200.00|1979|21.59%
2010|11.04|2|220330011042|1402|75|1279|0|36|0|0|1390|12|696|24.8|17016|75|56|0|13|19|24|0|0|0|75|144|30|82|0|17|15|0|0|38.409999999999997%|566|406|0|1040|0%|100%||1976|28.27%
2010|11.04|3|220330011043|1175|98|987|4|53|0|16|1158|17|663|28.1|15389|19|69|14|36|0|10|9|0|0|194|101|0|93|0|8|0|0|0|42.97%|754|563|0|1252|0%|100%||1976|25.33%
2010|16|1|220330016001|891|48|828|2|4|0|0|882|9|547|33.299999999999997|21057|83|79|55|13|11|0|0|0|0|86|124|11|84|0|8|21|0|0|37.9%|359|287|322|299|51.85%|48.15%|$57900.00|1953|20.059999999999999%
2010|16|2|220330016002|1017|355|627|5|9|3|2|1001|16|697|34.700000000000003|41349|55|260|7|49|19|141|30|6|8|136|241|24|51|8|91|52|6|9|64.67%|577|577|538|669|44.57%|55.43%|$163000.00|1948|0%
2010|16|3|220330016003|754|677|52|11|1|1|0|742|12|544|34.9|66607|7|325|0|52|10|185|47|14|17|0|262|0|23|0|113|70|26|30|97.83%|393|393|484|300|61.73%|38.270000000000003%|$308600.00|1944|0%
2010|16|4|220330016004|853|589|215|11|10|8|1|834|19|596|29.7|37917|66|269|10|95|33|79|43|0|9|23|308|26|68|16|153|39|6|0|81.06%|539|495|255|665|27.72%|72.28%|$96200.00|1949|8.16%
2010|17|1|220330017001|1595|1548|25|8|2|2|0|1585|10|1116|41.2|130234|39|497|19|54|0|207|99|70|48|99|551|42|43|32|174|76|117|67|88.75%|608|575|1599|58|96.5%|3.5%|$309200.00|1952|5.43%
2010|17|2|220330017002|1560|405|1116|6|8|4|0|1539|21|1200|43.8|17863|169|200|37|46|0|95|11|11|0|159|370|13|124|36|78|95|13|11|44.17%|867|796|471|818|36.54%|63.46%|$96800.00|1971|8.19%
2010|17|3|220330017003|885|441|424|8|3|2|0|878|7|657|37.6|44595|95|228|0|65|10|120|33|0|0|25|185|3|54|0|120|0|8|0|72.39%|527|336|67|512|11.57%|88.43%|$228800.00|1970|36.24%
2010|17|4|220330017004|1092|1001|56|18|3|4|0|1082|10|824|33.6|58047|66|260|38|52|0|124|46|0|0|97|290|31|10|31|144|32|34|8|72.5%|608|575|627|463|57.52%|42.48%|$192500.00|1952|5.43%
2010|18|1|220330018001|895|691|180|10|6|3|0|890|5|690|41.7|44479|45|193|6|31|6|106|38|6|0|64|348|8|55|10|221|40|14|0|77.900000000000006%|521|448|704|190|78.75%|21.25%|$136500.00|1969|14.01%
2010|18|2|220330018002|1660|876|601|37|97|5|0|1616|44|1110|33.9|43226|44|300|29|109|32|84|15|0|31|100|314|22|125|0|72|85|10|0|48.82%|847|772|492|1266|27.99%|72.010000000000005%|$147200.00|1968|8.85%
2010|19|1|220330019001|944|897|27|6|1|3|0|934|10|682|43.9|85233|13|292|24|51|0|79|48|84|6|43|251|17|51|9|120|54|0|0|88.31%|425|380|879|26|97.13%|2.87%|$252900.00|1954|10.59%
2010|19|2|220330019002|575|559|7|6|0|0|0|572|3|416|46.5|165329|19|205|8|13|0|67|0|106|11|33|230|20|27|0|79|76|20|8|86.61%|276|267|577|15|97.47%|2.53%|$331800.00|1957|3.26%
2010|19|3|220330019003|1004|775|165|44|1|5|0|990|14|778|34|-999999|18|269|15|37|49|130|17|13|8|27|328|0|75|28|148|69|8|0|93.06%|543|475|321|465|40.840000000000003%|59.16%|$201900.00|1964|12.52%
2010|20|1|220330020001|1741|1484|159|79|5|2|5|1734|7|1278|48.1|65326|136|517|38|152|0|207|22|69|29|172|542|68|103|33|213|112|13|0|75.040000000000006%|736|736|1660|128|92.84%|7.16%|$221900.00|1970|0%
2010|20|2|220330020002|1694|1549|68|48|7|3|0|1675|19|1255|43.3|54797|94|450|13|79|21|184|43|81|29|185|551|35|102|9|280|80|29|16|77.83%|821|763|1587|225|87.58%|12.42%|$219800.00|1974|7.06%
2010|22|1|220330022001|733|178|532|0|6|5|0|721|12|459|31.4|25208|95|42|0|9|20|13|0|0|0|56|137|5|69|19|33|11|0|0|44.73%|411|285|234|382|37.99%|62.01%|$82600.00|1956|30.66%
2010|22|2|220330022002|713|23|684|2|2|0|0|711|2|438|33.4|24153|95|33|0|6|12|0|0|0|15|91|39|0|10|0|20|9|0|0|20.56%|362|271|213|319|40.04%|59.96%|$55000.00|1953|25.14%
2010|23|1|220330023001|763|706|41|2|3|0|0|752|11|550|38.799999999999997|100938|21|273|22|73|9|39|61|0|69|7|291|8|109|0|89|64|21|0|89.05%|383|340|682|58|92.16%|7.84%|$198200.00|1949|11.23%
2010|23|2|220330023002|740|705|21|9|3|0|0|738|2|520|37.200000000000003|115306|0|420|0|36|25|181|65|27|86|18|328|10|51|0|112|49|67|39|97.4%|523|466|977|208|82.45%|17.55%|$285000.00|1946|10.9%
2010|23|3|220330023003|1273|1205|30|3|19|2|0|1259|14|925|36.799999999999997|80417|18|472|9|96|0|244|67|26|30|39|259|5|53|14|69|67|35|16|90.21%|499|499|558|397|58.43%|41.57%|$266600.00|1951|0%
2010|24|1|220330024001|1470|488|764|84|72|9|0|1417|53|843|27.7|21118|29|138|19|1|65|25|15|5|8|51|152|48|31|22|16|35|0|0|55.21%|838|560|219|1159|15.89%|84.11%|$175000.00|1973|33.17%
2010|24|2|220330024002|1212|141|1022|21|17|1|0|1202|10|818|36.4|15586|101|254|12|166|0|22|42|12|0|164|121|0|62|0|40|19|0|0|43.14%|607|530|482|598|44.63%|55.37%|$214000.00|1965|12.69%
2010|25|1|220330025001|674|13|656|0|1|2|0|672|2|433|37.6|21143|71|110|0|55|40|7|0|0|8|97|124|17|79|0|14|14|0|0|45.23%|330|284|338|460|42.36%|57.64%|$62400.00|1954|13.94%
2010|25|2|220330025002|638|4|632|0|1|0|0|637|1|381|33.6|19496|10|94|49|39|0|6|0|0|0|145|135|14|90|0|8|23|0|0|41.35%|415|343|317|419|43.07%|56.93%|$60800.00|1953|17.350000000000001%
2010|25|3|220330025003|468|4|447|3|1|7|0|462|6|302|35.700000000000003|21563|90|19|0|7|12|0|0|0|0|81|103|55|19|16|0|13|0|0|31.53%|222|184|221|314|41.31%|58.69%|$75500.00|1964|17.12%
2010|25|4|220330025004|1724|1288|257|106|19|10|0|1680|44|525|22|12500|18|276|0|12|0|161|49|32|22|42|168|8|9|0|77|66|0|8|85.65%|823|646|253|1234|17.010000000000002%|82.99%|$144300.00|1972|21.51%
2010|26.01|1|220330026011|1539|1371|106|23|15|2|1|1518|21|1099|36.6|54107|52|446|13|118|0|169|48|76|22|41|428|19|71|11|176|87|48|16|87.32%|851|711|892|596|59.95%|40.049999999999997%|$279100.00|1953|16.45%
2010|26.01|2|220330026012|2283|2138|47|41|9|3|2|2240|43|1494|33.6|62172|38|593|9|37|16|285|122|30|94|24|654|65|83|6|283|125|15|77|94.42%|1015|890|1258|757|62.43%|37.57%|$299300.00|1957|12.32%
2010|26.02|1|220330026021|645|616|11|8|3|1|0|639|6|480|40.1|56023|0|191|15|44|0|59|47|14|12|44|209|34|15|34|85|23|0|18|91.3%|343|307|422|163|72.14%|27.86%|$230700.00|1962|10.5%
2010|26.02|2|220330026022|1683|1604|19|41|11|1|0|1676|7|1125|45.4|131462|12|584|8|32|42|241|92|123|46|102|506|8|37|43|242|104|72|0|89.66%|677|654|1597|201|88.82%|11.18%|$363200.00|1971|3.4%
2010|26.02|3|220330026023|1588|689|803|47|22|1|0|1562|26|999|28.5|53060|84|260|35|63|0|61|71|6|24|124|347|29|31|41|167|47|22|10|72.39%|986|757|259|1142|18.489999999999998%|81.510000000000005%|$194200.00|1993|23.23%
2010|27|1|220330027001|805|498|286|5|0|1|4|794|11|539|39.1|75688|62|131|2|27|16|65|11|1|9|77|179|16|31|0|90|20|6|16|61.39%|269|239|617|87|87.64%|12.36%|$281600.00|1958|11.15%
2010|27|2|220330027002|816|19|780|0|2|3|0|804|12|517|35.4|16101|51|74|35|39|0|0|0|0|0|136|68|12|27|0|5|24|0|0|27.84%|408|359|538|327|62.2%|37.799999999999997%|$79700.00|1958|12.01%
2010|28.01|1|220330028011|2011|597|257|1049|56|5|2|1966|45|1090|25.6|35169|7|433|0|10|0|159|197|0|67|8|338|0|20|10|130|155|0|23|97.39%|831|617|18|1272|1.4%|98.6%||1961|25.75%
2010|28.01|2|220330028012|1460|856|168|360|37|4|2|1427|33|544|22.4|15603|78|218|52|0|17|48|76|16|9|13|130|0|0|10|41|79|0|0|75.61%|748|550|91|1142|7.38%|92.62%||1981|26.47%
2010|28.02|1|220330028021|1955|1600|152|137|13|3|1|1906|49|277|19.600000000000001|16023|6|129|0|7|0|15|29|44|34|7|64|0|0|12|17|35|0|0|92.85%|356|276|13|382|3.29%|96.71%||1969|22.47%
2010|28.02|2|220330028022|2156|1932|133|36|12|1|0|2114|42|274|21|20132|4|74|0|0|7|37|30|0|0|7|60|0|28|11|21|0|0|0|73.98%|377|252|62|641|8.82%|91.18%|$172900.00|1970|33.159999999999997%
2010|30|1|220330030001|780|7|762|2|1|1|0|773|7|369|23.8|24306|24|105|0|67|0|29|9|0|0|97|60|0|38|0|0|0|0|22|39.57%|384|331|95|836|10.199999999999999%|89.8%|$177800.00|1964|13.8%
2010|30|2|220330030002|573|1|563|6|0|3|0|573|0|401|44.1|68889|48|141|31|52|0|50|0|8|0|66|130|0|44|23|21|42|0|0|64.62%|196|196|474|37|92.76%|7.24%|$106100.00|1973|0%
2010|30|3|220330030003|2125|31|2054|2|6|5|0|2098|27|342|20.3|24138|42|20|6|8|0|6|0|0|0|73|122|0|86|0|26|10|0|0|41.52%|144|118|262|103|71.78%|28.22%|$77900.00|1970|18.059999999999999%
2010|30|4|220330030004|1280|5|1251|0|0|0|0|1256|24|666|26.1|14142|66|65|16|12|10|0|27|0|0|187|150|28|52|33|31|6|0|0|27.9%|579|526|505|1037|32.75%|67.25%|$68500.00|1966|9.15%
2010|31.01|1|220330031011|1010|4|1001|0|0|2|0|1007|3|430|20.399999999999999|18924|62|97|36|23|0|38|0|0|0|147|76|8|57|0|11|0|0|0|29.76%|443|367|184|1093|14.41%|85.59%|$89400.00|1970|17.16%
2010|31.01|2|220330031012|551|0|547|0|0|0|0|547|4|419|54.4|39375|23|137|0|60|18|29|11|11|8|54|144|0|26|0|19|86|13|0|72.42%|237|194|417|17|96.08%|3.92%|$108000.00|1965|18.14%
2010|31.01|3|220330031013|795|1|784|0|0|2|0|787|8|441|29.1|15000|169|47|0|47|0|0|0|0|0|134|147|36|57|30|16|8|0|0|26.97%|372|372|382|606|38.659999999999997%|61.34%|$79500.00|1963|0%
2010|31.01|4|220330031014|730|3|719|0|0|1|0|723|7|443|31.4|-999999|66|18|0|10|0|8|0|0|0|61|196|32|127|8|21|8|0|0|34.74%|334|241|235|403|36.83%|63.17%|$92400.00|1960|27.84%
2010|31.01|5|220330031015|1023|4|1015|0|0|0|0|1019|4|682|39.799999999999997|23828|79|84|0|14|0|70|0|0|0|89|185|24|71|13|56|21|0|0|43.57%|437|368|504|644|43.9%|56.1%|$69600.00|1965|15.79%
2010|31.03|1|220330031031|3278|461|2787|9|9|0|0|3266|12|2103|29.5|21964|176|129|17|66|7|39|0|0|0|171|160|13|89|10|44|4|0|0|28.33%|424|359|555|672|45.23%|54.77%|$80400.00|1965|15.33%
2010|32.01|1|220330032011|848|357|464|10|6|0|0|837|11|555|37.799999999999997|61920|115|104|5|52|0|37|10|0|0|117|148|17|28|21|51|31|0|0|47.93%|309|309|668|151|81.56%|18.440000000000001%|$124500.00|1961|0%
2010|32.01|2|220330032012|1811|348|1420|3|13|10|0|1794|17|1167|36.700000000000003|47045|107|357|62|81|28|118|26|32|10|171|349|40|91|9|167|42|0|0|60.63%|771|692|1390|422|76.709999999999994%|23.29%|$144200.00|1977|10.25%
2010|32.01|3|220330032013|1183|220|939|9|1|3|0|1172|11|686|30.8|40172|35|223|10|189|10|14|0|0|0|59|220|57|77|17|50|19|0|0|72.150000000000006%|415|366|815|340|70.56%|29.44%|$112300.00|1975|11.81%
2010|32.02|1|220330032021|1109|461|629|2|0|6|0|1098|11|737|38.799999999999997|44858|95|164|50|93|21|0|0|0|0|224|133|79|41|0|13|0|0|0|45.67%|412|402|622|215|74.31%|25.69%|$107200.00|1977|2.43%
2010|32.02|2|220330032022|1724|598|1078|19|9|5|0|1709|15|1182|41.6|83750|195|319|8|160|56|51|27|0|17|228|392|15|67|57|137|79|15|22|59.31%|626|611|1617|0|100%|0%|$155500.00|1977|2.4%
2010|32.02|3|220330032023|1084|240|808|11|1|0|0|1060|24|697|39.5|53083|50|232|17|123|0|73|19|0|0|126|298|35|89|21|95|58|0|0|68.45%|491|447|926|308|75.040000000000006%|24.96%|$130000.00|1983|8.960000000000001%
2010|33|1|220330033001|738|6|722|0|4|0|0|732|6|516|45|31536|79|108|10|76|0|0|22|0|0|100|211|0|99|0|22|79|0|11|54.51%|358|337|615|389|61.25%|38.75%|$98400.00|1967|5.87%
