CENSUS YEAR|TRACT|BLOCK GROUP|FIPS ID|TOTAL POPULATION|POPULATION WHITE|POPULATION BLACK|POPULATION ASIAN|POPULATION OTHER|POPULATION AMERICAN INDIAN|POPULATION PACIFIC ISLANDER|POPULATION ONE RACE|POPULATION MULTI RACE|POPULATION 25 OLDER|MEDIAN AGE|MEDIAN HOUSEHOLD INCOME|HIGH SCHOOL MALE|HIGH SCHOOL MORE MALE|COLLEGE 1 YR LESS MALE|COLLEGE 1 YR MORE MALE|ASSOCIATES DEGREE MALE|BACHELORS DEGREE MALE|MASTERS DEGREE MALE|PROFESSIONAL DEGREE MALE|DOCTORAL DEGREE MALE|HIGH SCHOOL FEMALE|HIGH SCHOOL MORE FEMALE|COLLEGE 1 YR LESS FEMALE|COLLEGE 1 YR MORE FEMALE|ASSOCIATES DEGREE FEMALE|BACHELORS DEGREE FEMALE|MASTERS DEGREE FEMALE|PROFESSIONAL DEGREE FEMALE|DOCTORAL DEGREE FEMALE|PERCENT 25 YR OVER HIGH SCHOOL MORE|HOUSING UNITS|OCCUPIED HOUSING UNITS|OWNER OCCUPIED HOUSING|RENTER OCCUPIED HOUSING|PERCENT OWNER OCCUPIED|PERCENT RENTER OCCUPIED|MEDIAN HOUSE VALUE OWNER OCCUPIED|MEDIAN YEAR BUILT|VACANCY RATES
2010|43.01|1|220330043011|1784|1355|392|10|3|8|1|1769|15|1213|38.4|70996|251|225|12|37|59|87|0|30|0|288|272|50|79|34|51|58|0|0|46.16%|770|641|1432|110|92.87%|7.13%|$137200.00|1987|16.75%
2010|43.01|2|220330043012|1817|1759|39|4|1|6|0|1809|8|1347|46.1|59688|310|225|37|46|19|62|44|0|17|444|281|76|72|10|101|22|0|0|37.24%|812|798|1874|241|88.61%|11.39%|$195000.00|1983|1.72%
2010|43.01|3|220330043013|2961|2391|509|20|10|13|0|2943|18|1955|37.9|-999999|549|267|70|64|50|83|0|0|0|417|519|103|158|69|154|35|0|0|42.96%|1139|1060|2001|490|80.33%|19.670000000000002%|$171400.00|1984|6.94%
2010|43.02|1|220330043021|1801|1743|29|3|5|13|3|1796|5|1258|42.5|70804|274|265|12|173|0|80|0|0|0|217|395|53|180|38|63|17|13|31|51.15%|709|709|1633|82|95.22%|4.78%|$156500.00|1983|0%
2010|43.02|2|220330043022|1657|1573|21|6|10|10|0|1620|37|1127|41.7|78833|305|367|15|189|0|130|17|0|16|207|338|80|104|40|84|14|0|16|57.5%|699|664|1574|274|85.17%|14.83%|$175000.00|1981|5.01%
2010|43.02|3|220330043023|2099|1977|81|11|7|4|0|2080|19|1511|43.5|54258|238|306|53|176|29|25|11|12|0|264|393|75|62|89|146|10|11|0|53.4%|755|657|1589|72|95.67%|4.33%|$171200.00|1980|12.98%
2010|44.01|1|220330044011|1457|1359|54|7|8|0|0|1428|29|1029|46.6|73225|193|273|42|145|9|64|13|0|0|253|330|90|170|0|55|15|0|0|53.4%|537|537|1195|347|77.5%|22.5%|$208400.00|1982|0%
2010|44.01|2|220330044012|1350|1154|149|13|14|3|0|1333|17|906|40.299999999999997|67159|175|150|0|64|0|68|0|0|18|222|279|37|69|47|72|43|11|0|42.89%|574|527|1241|366|77.22%|22.78%|$140500.00|1978|8.19%
2010|44.01|3|220330044013|1950|1521|397|16|2|5|0|1941|9|1397|46.3|86845|185|490|64|113|34|189|52|26|12|251|511|54|111|51|204|77|14|0|66.17%|757|757|2060|44|97.91%|2.09%|$245700.00|1981|0%
2010|44.02|1|220330044021|1499|1395|65|8|15|4|0|1487|12|911|30.8|101681|70|214|10|97|9|69|15|14|0|66|368|8|164|106|85|5|0|0|76.239999999999995%|389|389|1240|56|95.68%|4.32%|$164500.00|1986|0%
2010|44.02|2|220330044022|1863|1627|160|26|11|19|1|1844|19|1257|38.4|52877|168|475|34|218|52|154|0|6|11|416|479|85|82|115|101|69|27|0|58.18%|974|974|1974|374|84.07%|15.93%|$171300.00|1982|0%
2010|44.02|3|220330044023|2313|1832|403|13|15|4|0|2267|46|1417|30.6|55300|231|314|69|91|41|71|29|0|13|306|297|17|94|51|106|16|13|0|49.07%|870|796|1248|945|56.91%|43.09%|$168600.00|1986|8.51%
2010|44.03|1|220330044031|1682|1560|112|1|0|5|0|1678|4|1136|42.1|81250|215|302|8|130|0|102|40|22|0|260|320|11|116|72|90|31|0|0|56.14%|613|554|1333|0|100%|0%|$225500.00|1987|9.619999999999999%
2010|44.03|2|220330044032|1027|922|78|7|6|6|0|1019|8|671|40.799999999999997|67891|120|165|35|72|0|51|7|0|0|95|321|96|143|25|49|8|0|0|65.28%|383|383|1017|135|88.28%|11.72%|$247100.00|1982|0%
2010|44.03|3|220330044033|1187|1124|44|5|1|5|0|1179|8|870|45|91198|155|350|28|186|12|97|27|0|0|169|416|27|121|26|123|102|17|0|66.61%|587|587|1740|7|99.6%|0.4%|$147800.00|1978|0%
2010|44.03|4|220330044034|755|684|54|8|2|0|0|748|7|537|40.299999999999997|55323|63|148|53|37|0|36|12|10|0|116|89|38|9|28|10|4|0|0|49.4%|250|238|633|55|92.01%|7.99%|$148700.00|1974|4.8%
2010|44.03|5|220330044035|838|205|594|3|17|3|0|822|16|463|28.1|45488|27|109|0|86|0|23|0|0|0|49|127|25|16|43|43|0|0|0|64.31%|283|208|511|115|81.63%|18.37%|$117100.00|1973|26.5%
2010|45.03|1|220330045031|1640|621|869|49|50|6|0|1595|45|1075|34.6|51063|260|175|84|13|30|48|0|0|0|89|494|84|99|59|172|80|0|0|56.81%|657|579|1243|577|68.3%|31.7%|$131600.00|1976|11.87%
2010|45.03|2|220330045032|1268|811|351|11|75|1|0|1249|19|865|36.4|45819|192|162|0|34|0|98|9|0|21|202|192|0|129|0|18|45|0|0|46.82%|407|380|996|25|97.55%|2.45%|$132800.00|1966|6.63%
2010|45.03|3|220330045033|2148|1000|797|74|213|9|0|2093|55|1361|32.799999999999997|26905|251|405|19|248|19|77|42|0|0|189|253|9|93|30|93|28|0|0|47.72%|784|784|1050|1061|49.74%|50.26%|$128100.00|1974|0%
2010|45.03|4|220330045034|1469|327|872|161|79|5|0|1444|25|835|28.9|76250|120|392|9|206|5|127|24|0|21|115|465|0|196|0|213|37|19|0|74.11%|584|495|1100|818|57.35%|42.65%|$177400.00|1979|15.24%
2010|45.04|1|220330045041|1977|1315|371|126|100|6|0|1918|59|1357|39.299999999999997|46034|155|340|14|42|0|249|8|27|0|229|421|13|92|127|163|26|0|0|59.17%|858|858|1736|329|84.07%|15.93%|$135000.00|1995|0%
2010|45.04|2|220330045042|1915|1164|591|84|49|5|0|1893|22|1323|37.6|-999999|112|350|47|168|14|84|0|16|21|117|430|33|78|38|179|102|0|0|69.72%|843|735|1326|242|84.57%|15.43%|$165200.00|1985|12.81%
2010|45.04|3|220330045043|1985|1020|713|142|69|3|0|1947|38|1299|31.7|53690|161|402|9|61|82|171|79|0|0|186|351|20|69|94|121|47|0|0|59.87%|900|734|1309|309|80.900000000000006%|19.100000000000001%|$153700.00|1986|18.440000000000001%
2010|45.05|1|220330045051|2832|1738|733|204|82|18|0|2775|57|1695|31.9|98720|57|697|36|132|57|316|131|25|0|147|702|14|93|47|281|195|38|34|78.45%|1027|963|2273|853|72.709999999999994%|27.29%|$301000.00|2002|6.23%
2010|45.05|2|220330045052|2909|770|1922|69|74|11|0|2846|63|1450|24.9|27103|49|375|16|165|55|139|0|0|0|324|426|35|193|26|128|44|0|0|64.12%|1069|1069|882|1789|33.020000000000003%|66.98%|$133400.00|1996|0%
2010|45.05|3|220330045053|2179|1406|629|74|35|5|1|2150|29|1436|35.4|76154|110|725|19|225|37|368|57|0|19|254|563|32|220|34|179|81|17|0|76.8%|1126|1046|2021|509|79.88%|20.12%|$176300.00|1984|7.1%
2010|45.07|1|220330045071|763|654|62|33|5|0|0|754|9|560|43.8|80333|61|233|55|59|0|108|11|0|0|75|260|17|58|30|126|29|0|0|74.31%|380|380|752|77|90.71%|9.289999999999999%|$240500.00|1993|0%
2010|45.07|2|220330045072|2801|2160|494|67|35|13|1|2770|31|1860|34.200000000000003|73155|116|709|22|192|74|306|107|8|0|191|739|91|142|56|329|102|19|0|76.06%|1125|1125|1837|1171|61.07%|38.93%|$188600.00|1985|0%
2010|45.07|3|220330045073|1282|1112|112|35|3|1|0|1263|19|858|40.200000000000003|106835|35|394|29|100|4|188|54|8|11|88|381|23|73|22|172|80|11|0|85.7%|500|475|1408|38|97.37%|2.63%|$196700.00|1978|5%
2010|45.08|2|220330045082|1032|901|101|3|11|6|0|1022|10|649|39|113661|97|255|17|75|0|158|5|0|0|77|197|0|36|31|99|31|0|0|63.71%|363|363|982|0|100%|0%|$199700.00|1982|0%
2010|45.08|3|220330045083|2406|1898|333|96|16|8|5|2356|50|1555|34.1|-999999|181|591|15|120|43|202|164|47|0|134|664|44|138|36|205|241|0|0|74.400000000000006%|918|895|1790|716|71.430000000000007%|28.57%|$173500.00|1984|2.51%
2010|45.08|4|220330045084|2233|2076|91|42|2|5|0|2216|17|1481|44|142688|29|773|31|104|15|500|112|0|11|106|768|16|241|47|293|171|0|0|90.91%|828|828|2486|0|100%|0%|$271700.00|1991|0%
2010|45.09|1|220330045091|2140|1593|325|57|88|15|7|2085|55|1421|32.200000000000003|41833|192|448|71|197|15|80|16|54|15|263|521|49|210|60|102|100|0|0|65.349999999999994%|904|904|1804|579|75.7%|24.3%|$145000.00|1985|0%
2010|45.09|2|220330045092|2439|1394|933|27|41|10|0|2405|34|1587|34|69238|116|332|0|160|32|94|46|0|0|233|662|114|104|42|341|61|0|0|70.88%|859|809|1592|418|79.2%|20.8%|$162400.00|1983|5.82%
2010|45.09|3|220330045093|2316|1547|622|69|23|4|1|2266|50|1446|29.9|75167|55|459|46|91|19|220|69|0|14|202|443|17|111|27|182|106|0|0|72.95%|1094|908|1618|452|78.16%|21.84%|$163200.00|1992|17%
2010|45.1|1|220330045101|3168|2866|203|32|13|11|0|3125|43|2269|39.1|85223|212|1051|142|300|91|407|48|63|0|255|989|66|238|69|454|139|23|0|80.62%|1408|1365|3574|180|95.21%|4.79%|$247700.00|1997|3.05%
2010|45.1|2|220330045102|3709|3062|422|122|31|8|1|3646|63|2587|35.4|69590|243|850|90|133|52|410|107|18|40|347|866|134|217|0|404|61|0|50|70.38%|1659|1452|2646|770|77.459999999999994%|22.54%|$190600.00|1998|12.48%
2010|46.02|1|220330046021|1811|1241|520|10|6|4|0|1781|30|1161|36.6|77958|294|300|49|115|57|35|44|0|0|355|416|41|171|18|79|88|19|0|47.45%|665|665|2083|248|89.36%|10.64%|$265100.00|1997|0%
2010|46.02|2|220330046022|1497|685|770|2|6|6|1|1470|27|1000|40.4|46058|250|173|29|26|61|57|0|0|0|249|415|27|89|84|186|29|0|0|43.73%|615|597|1291|443|74.45%|25.55%|$103900.00|1975|2.93%
2010|46.02|3|220330046023|2371|1073|1222|14|16|3|0|2328|43|1508|36|37206|201|196|21|93|0|44|12|26|0|208|474|37|259|30|90|24|34|0|51.69%|929|836|1168|1035|53.02%|46.98%|$147200.00|1982|10.01%
2010|46.03|1|220330046031|946|255|674|2|2|0|0|933|13|582|32.200000000000003|28839|52|98|11|51|8|28|0|0|0|73|39|8|8|0|23|0|0|0|34.07%|177|134|366|121|75.150000000000006%|24.85%|$12500.00|1985|24.29%
2010|46.03|2|220330046032|1706|576|1092|13|8|1|0|1690|16|1013|32.4|64050|140|412|49|113|17|164|60|0|9|96|537|24|204|93|118|66|32|0|75.05%|775|729|1318|811|61.91%|38.090000000000003%|$168300.00|2001|5.94%
2010|46.03|3|220330046033|1884|1213|625|8|4|13|0|1863|21|1282|44|92434|173|539|44|205|11|176|76|27|0|260|393|47|67|40|177|44|8|10|61.55%|935|737|1964|150|92.9%|7.1%|$295600.00|1988|21.18%
2010|46.04|1|220330046041|1389|1131|220|2|4|3|0|1360|29|874|36.200000000000003|88384|164|192|24|49|12|107|0|0|0|153|215|12|88|41|26|48|0|0|54.6%|359|359|958|16|98.36%|1.64%|$233700.00|1983|0%
2010|46.04|2|220330046042|1768|1328|403|13|10|5|0|1759|9|1102|34.299999999999997|65833|143|310|47|118|25|120|0|0|0|241|386|36|135|43|143|29|0|0|63.68%|639|598|1430|343|80.650000000000006%|19.350000000000001%|$159500.00|1970|6.42%
2010|46.04|3|220330046043|1717|986|691|14|3|2|0|1696|21|1890|34.299999999999997|83542|102|852|42|275|54|272|94|44|71|132|1039|54|192|95|488|160|50|0|84.92%|1343|1197|3367|443|88.37%|11.63%|$219500.00|2001|10.87%
2010|46.04|4|220330046044|3029|2074|870|34|14|7|0|2999|30|1080|36|51544|61|204|28|81|9|69|17|0|0|149|336|41|88|17|100|28|62|0|66.63%|538|499|1159|119|90.69%|9.31%|$176600.00|1993|7.25%
2010|46.04|5|220330046045|1768|1328|403|13|10|5|0|1759|9|1890|32.700000000000003|75938|334|560|24|220|28|210|22|35|21|158|863|66|409|26|247|75|10|30|70.66%|1135|1096|3002|341|89.8%|10.199999999999999%|$197000.00|1989|3.44%
2010|47|1|220330047001|1430|1101|309|2|1|1|2|1416|14|975|40.5|-999999|169|374|42|169|15|148|0|0|0|223|336|43|53|54|51|135|0|0|62.59%|547|502|1793|109|94.27%|5.73%|$197100.00|1989|8.23%
2010|47|2|220330047002|1184|651|520|0|1|3|0|1175|9|815|42.4|68583|225|233|44|53|50|86|0|0|0|391|185|0|115|0|70|0|0|0|39.409999999999997%|598|523|1628|47|97.19%|2.81%|$97300.00|1983|12.54%
2010|47|3|220330047003|1900|1096|762|1|18|3|0|1880|20|1277|37.9|55368|248|100|43|13|15|0|29|0|0|242|262|59|116|0|56|16|0|15|29.66%|716|607|1387|212|86.74%|13.26%|$86700.00|1983|15.22%
2010|47|4|220330047004|1096|988|90|3|2|3|0|1086|10|752|42.2|66346|141|115|18|44|0|31|0|22|0|115|209|52|92|39|13|13|0|0|45.38%|388|370|842|371|69.41%|30.59%|$210800.00|1993|4.64%
2010|48|1|220330048001|1632|1416|102|76|13|7|1|1615|17|603|22.8|-999999|37|272|0|28|0|121|56|20|47|25|169|0|45|0|72|22|16|14|87.57%|920|778|404|1015|28.47%|71.53%|$453800.00|1984|15.43%
2010|48|2|220330048002|779|741|15|13|0|1|0|770|9|536|41.7|82321|0|204|0|0|0|56|27|90|31|58|170|0|0|0|80|72|18|0|87.28%|299|288|807|83|90.67%|9.33%|$298200.00|1962|3.68%
2010|48|3|220330048003|1321|1099|115|76|14|0|0|1304|17|787|31.2|55625|13|243|20|27|17|78|5|16|80|46|388|0|64|11|145|86|44|38|86.32%|647|566|287|716|28.61%|71.39%|$237500.00|1983|12.52%
2010|49|1|220330049001|897|777|71|34|5|2|0|889|8|510|27.5|42885|0|241|0|60|0|102|0|28|51|45|341|0|95|11|175|46|0|14|92.84%|432|432|695|335|67.48%|32.520000000000003%|$420700.00|1968|0%
2010|49|2|220330049002|698|655|13|13|12|0|1|694|4|444|34.799999999999997|47386|0|184|0|16|33|58|52|25|0|0|203|0|27|12|138|9|17|0|90.41%|318|287|469|210|69.069999999999993%|30.93%|$364500.00|1981|9.75%
2010|49|3|220330049003|1971|1770|44|128|6|0|0|1948|23|1362|46.4|96337|152|693|0|27|16|431|33|101|85|34|695|0|125|17|223|184|91|55|85.13%|899|860|1932|175|91.69%|8.31%|$278600.00|1978|4.34%
2010|49|4|220330049004|1107|937|54|77|10|5|0|1083|24|840|47.7|65313|64|208|13|76|0|71|31|0|17|68|239|18|32|30|109|13|18|19|77.16%|398|336|556|225|71.19%|28.81%|$222200.00|1976|15.58%
2010|50|1|220330050001|1562|1406|80|48|10|0|5|1549|13|1205|53.3|20172|32|429|21|54|9|132|105|34|74|43|500|33|136|17|112|166|28|8|90.98%|600|589|1227|68|94.75%|5.25%|$251000.00|1975|1.83%
2010|50|2|220330050002|943|880|37|18|2|2|1|940|3|673|44.3|21172|104|333|33|31|16|116|73|31|33|79|480|26|16|6|270|125|14|23|79.930000000000007%|430|416|1058|248|81.010000000000005%|18.989999999999998%|$225000.00|1976|3.26%
2010|50|3|220330050003|698|585|79|22|0|1|1|688|10|506|45.3|68507|30|169|10|12|5|48|45|0|49|18|228|8|43|0|128|31|0|18|86.77%|276|255|584|102|85.13%|14.87%|$234400.00|1964|7.61%
2010|51|1|220330051001|699|120|570|4|0|1|0|695|4|429|29.4|61071|61|68|8|9|0|34|9|5|3|10|125|24|48|0|41|12|0|0|54.61%|325|214|308|260|54.23%|45.77%|$63000.00|1962|34.15%
2010|51|2|220330051002|1047|788|213|10|10|2|0|1023|24|784|37.6|27101|54|425|88|57|34|129|52|45|20|35|281|9|93|4|92|69|10|4|81.510000000000005%|875|825|93|1174|7.34%|92.66%|$221600.00|1956|5.71%
2010|51|3|220330051003|1198|20|1169|6|0|0|0|1195|3|719|30.9|23375|33|78|35|3|21|0|19|0|0|188|98|37|41|15|5|0|0|0|33.090000000000003%|429|381|631|334|65.39%|34.61%|$75200.00|1955|11.19%
2010|52|1|220330052001|925|21|885|2|6|1|0|915|10|564|34.799999999999997|25300|56|72|0|29|7|31|5|0|0|184|158|26|85|28|14|5|0|0|35.659999999999997%|398|336|621|387|61.61%|38.39%|$59800.00|1952|15.58%
2010|52|2|220330052002|1021|401|588|0|6|2|0|997|24|643|30.5|38359|99|154|0|35|7|76|20|5|11|100|208|15|99|5|65|13|11|0|56.27%|547|439|546|647|45.77%|54.23%|$136300.00|1942|19.739999999999998%
2010|53|1|220330053001|733|22|697|5|3|0|0|727|6|469|35.6|33882|43|114|0|17|29|50|5|0|13|76|85|0|50|0|15|11|0|9|44.26%|300|253|301|300|50.08%|49.92%|$85600.00|1957|15.67%
2010|53|2|220330053002|1034|319|687|6|4|5|0|1021|13|672|33.200000000000003|42500|49|267|9|56|0|101|70|0|31|105|226|8|95|8|48|19|9|39|67.87%|584|460|466|527|46.93%|53.07%|$65700.00|1942|21.23%
2010|53|3|220330053003|1309|224|1048|24|1|5|1|1303|6|856|36.1|19265|151|178|12|65|43|6|9|43|0|97|132|14|73|15|28|2|0|0|42.08%|493|292|235|463|33.67%|66.33%|$100900.00|1950|40.770000000000003%
